Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
healthcare,75,Hardik Modi 🇮🇳,"indiantechguide 1 no freebies
2 tax on farmers earning more than some limit
3 increased budget for isro drdo education healthcare
4 outlay to setup a body to inspect the quality of new infrastructure projects
5 no tax upto 15 lakhs or some benefits for tax payers",Sat Jan 25 14:33:18 +0000 2025,0,2,"['indiantechguide', '1', 'no', 'freebies', '2', 'tax', 'on', 'farmers', 'earning', 'more', 'than', 'some', 'limit', '3', 'increased', 'budget', 'for', 'isro', 'drdo', 'education', 'healthcare', '4', 'outlay', 'to', 'setup', 'a', 'body', 'to', 'inspect', 'the', 'quality', 'of', 'new', 'infrastructure', 'projects', '5', 'no', 'tax', 'upto', '15', 'lakhs', 'or', 'some', 'benefits', 'for', 'tax', 'payers']","['indiantechguide', '1', 'no', 'freebie', '2', 'tax', 'on', 'farmer', 'earn', 'more', 'than', 'some', 'limit', '3', 'increase', 'budget', 'for', 'isro', 'drdo', 'education', 'healthcare', '4', 'outlay', 'to', 'setup', 'a', 'body', 'to', 'inspect', 'the', 'quality', 'of', 'new', 'infrastructure', 'project', '5', 'no', 'tax', 'upto', '15', 'lakh', 'or', 'some', 'benefit', 'for', 'tax', 'payer']",positive
healthcare,10,AnnaMaria Schadenfreude,bobebbop rasmusjarlov lorddrunkyson lmao yeah sure theyre dying to move to a country full of nasty bigots and a joke of a healthcare system,Sat Jan 25 14:36:35 +0000 2025,0,0,"['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'theyre', 'dying', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigots', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']","['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'they', 're', 'die', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigot', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']",negative
electric vehicles,9,ORF Kolkata,chinas export curbs on critical materials like lithiumion batteries and gallium signal escalating tensions with the us impacting global industries including semiconductors and electric vehicles harsh v pant amp kalpitm ,Sat Jan 25 14:15:00 +0000 2025,0,0,"['chinas', 'export', 'curbs', 'on', 'critical', 'materials', 'like', 'lithiumion', 'batteries', 'and', 'gallium', 'signal', 'escalating', 'tensions', 'with', 'the', 'us', 'impacting', 'global', 'industries', 'including', 'semiconductors', 'and', 'electric', 'vehicles', 'harsh', 'v', 'pant', 'amp', 'kalpitm']","['chinas', 'export', 'curb', 'on', 'critical', 'material', 'like', 'lithiumion', 'battery', 'and', 'gallium', 'signal', 'escalate', 'tension', 'with', 'the', 'us', 'impact', 'global', 'industry', 'include', 'semiconductor', 'and', 'electric', 'vehicle', 'harsh', 'v', 'pant', 'amp', 'kalpitm']",negative
artificial intelligence,1,DAOS / ACC 💯,"graiscalesui graiscalesui  is an aidriven hedge fund transforming investment by fusing culture tech and finance that launch on suidaosdotcom  

ai meets memes blending cultural significance with advanced artificial intelligence
strong foundation powered by suidaos ",Sat Jan 25 14:16:02 +0000 2025,0,0,"['graiscalesui', 'graiscalesui', 'is', 'an', 'aidriven', 'hedge', 'fund', 'transforming', 'investment', 'by', 'fusing', 'culture', 'tech', 'and', 'finance', 'that', 'launch', 'on', 'suidaosdotcom', 'ai', 'meets', 'memes', 'blending', 'cultural', 'significance', 'with', 'advanced', 'artificial', 'intelligence', 'strong', 'foundation', 'powered', 'by', 'suidaos']","['graiscalesui', 'graiscalesui', 'be', 'an', 'aidriven', 'hedge', 'fund', 'transform', 'investment', 'by', 'fuse', 'culture', 'tech', 'and', 'finance', 'that', 'launch', 'on', 'suidaosdotcom', 'ai', 'meet', 'meme', 'blend', 'cultural', 'significance', 'with', 'advanced', 'artificial', 'intelligence', 'strong', 'foundation', 'power', 'by', 'suidaos']",neutral
elon musk,18,Jim,"trumps ice maiden chief of staff launches takedown of elon musk
 ",Sat Jan 25 14:14:48 +0000 2025,0,0,"['trumps', 'ice', 'maiden', 'chief', 'of', 'staff', 'launches', 'takedown', 'of', 'elon', 'musk']","['trumps', 'ice', 'maiden', 'chief', 'of', 'staff', 'launch', 'takedown', 'of', 'elon', 'musk']",neutral
space exploration,71,Canada Aviation and Space Museum,"we this recent comment we recently received this is one of my favourite places it takes you on an aweinspiring journey through the history of flight and exploration showcasing humanitys remarkable achievements in the skies and beyond
lafamillegalarneauhoffman ",Sat Jan 25 12:00:14 +0000 2025,0,1,"['we', 'this', 'recent', 'comment', 'we', 'recently', 'received', 'this', 'is', 'one', 'of', 'my', 'favourite', 'places', 'it', 'takes', 'you', 'on', 'an', 'aweinspiring', 'journey', 'through', 'the', 'history', 'of', 'flight', 'and', 'exploration', 'showcasing', 'humanitys', 'remarkable', 'achievements', 'in', 'the', 'skies', 'and', 'beyond', 'lafamillegalarneauhoffman']","['we', 'this', 'recent', 'comment', 'we', 'recently', 'receive', 'this', 'be', 'one', 'of', 'my', 'favourite', 'place', 'it', 'take', 'you', 'on', 'an', 'aweinspire', 'journey', 'through', 'the', 'history', 'of', 'flight', 'and', 'exploration', 'showcasing', 'humanitys', 'remarkable', 'achievement', 'in', 'the', 'sky', 'and', 'beyond', 'lafamillegalarneauhoffman']",neutral
elon musk,31,Elon Musk is a deadbeat dad,campariwithsalt gbnews i mean its fairly difficult dealing with mentally challenged clowns and pedophiles like you can i suggest you stay away from children they dont want you molesting them,Sat Jan 25 14:14:30 +0000 2025,0,0,"['campariwithsalt', 'gbnews', 'i', 'mean', 'its', 'fairly', 'difficult', 'dealing', 'with', 'mentally', 'challenged', 'clowns', 'and', 'pedophiles', 'like', 'you', 'can', 'i', 'suggest', 'you', 'stay', 'away', 'from', 'children', 'they', 'dont', 'want', 'you', 'molesting', 'them']","['campariwithsalt', 'gbnew', 'I', 'mean', 'its', 'fairly', 'difficult', 'dealing', 'with', 'mentally', 'challenge', 'clown', 'and', 'pedophile', 'like', 'you', 'can', 'I', 'suggest', 'you', 'stay', 'away', 'from', 'child', 'they', 'do', 'not', 'want', 'you', 'molest', 'they']",negative
climate change,91,Paul Revere,ericldaugh very simple california had price controls for insurance and it made it impossible to turn a profit so they pulled out its been that way since covid newsom and dems blamed climate change  but it was really because they couldnt get rate increases,Sat Jan 25 14:12:19 +0000 2025,0,2,"['ericldaugh', 'very', 'simple', 'california', 'had', 'price', 'controls', 'for', 'insurance', 'and', 'it', 'made', 'it', 'impossible', 'to', 'turn', 'a', 'profit', 'so', 'they', 'pulled', 'out', 'its', 'been', 'that', 'way', 'since', 'covid', 'newsom', 'and', 'dems', 'blamed', 'climate', 'change', 'but', 'it', 'was', 'really', 'because', 'they', 'couldnt', 'get', 'rate', 'increases']","['ericldaugh', 'very', 'simple', 'california', 'have', 'price', 'control', 'for', 'insurance', 'and', 'it', 'make', 'it', 'impossible', 'to', 'turn', 'a', 'profit', 'so', 'they', 'pull', 'out', 'its', 'be', 'that', 'way', 'since', 'covid', 'newsom', 'and', 'dem', 'blame', 'climate', 'change', 'but', 'it', 'be', 'really', 'because', 'they', 'could', 'not', 'get', 'rate', 'increase']",negative
global economy,72,AhBrightWings,what allies the day after the election wed lost any we once had oh theyll put on the proper face and fake niceness at public gatherings but they rightly despise and mock him hes their problem too as hes hellbent on wrecking the global economy and waging war ,Sat Jan 25 13:24:56 +0000 2025,0,0,"['what', 'allies', 'the', 'day', 'after', 'the', 'election', 'wed', 'lost', 'any', 'we', 'once', 'had', 'oh', 'theyll', 'put', 'on', 'the', 'proper', 'face', 'and', 'fake', 'niceness', 'at', 'public', 'gatherings', 'but', 'they', 'rightly', 'despise', 'and', 'mock', 'him', 'hes', 'their', 'problem', 'too', 'as', 'hes', 'hellbent', 'on', 'wrecking', 'the', 'global', 'economy', 'and', 'waging', 'war']","['what', 'ally', 'the', 'day', 'after', 'the', 'election', 'we', 'd', 'lose', 'any', 'we', 'once', 'have', 'oh', 'they', 'll', 'put', 'on', 'the', 'proper', 'face', 'and', 'fake', 'niceness', 'at', 'public', 'gathering', 'but', 'they', 'rightly', 'despise', 'and', 'mock', 'he', 'he', 's', 'their', 'problem', 'too', 'as', 'he', 's', 'hellbent', 'on', 'wreck', 'the', 'global', 'economy', 'and', 'wage', 'war']",negative
elon musk,19,John Ekonomou,"lordbuckly mailonline its an important position but there are other reasons if true and i have my doubts the story is probably bullshit

access to the president

private security for elon musk in the building would trouble usss and is dangerous

elon doing other work while he is there he is a",Sat Jan 25 14:14:48 +0000 2025,0,0,"['lordbuckly', 'mailonline', 'its', 'an', 'important', 'position', 'but', 'there', 'are', 'other', 'reasons', 'if', 'true', 'and', 'i', 'have', 'my', 'doubts', 'the', 'story', 'is', 'probably', 'bullshit', 'access', 'to', 'the', 'president', 'private', 'security', 'for', 'elon', 'musk', 'in', 'the', 'building', 'would', 'trouble', 'usss', 'and', 'is', 'dangerous', 'elon', 'doing', 'other', 'work', 'while', 'he', 'is', 'there', 'he', 'is', 'a']","['lordbuckly', 'mailonline', 'its', 'an', 'important', 'position', 'but', 'there', 'be', 'other', 'reason', 'if', 'true', 'and', 'I', 'have', 'my', 'doubt', 'the', 'story', 'be', 'probably', 'bullshit', 'access', 'to', 'the', 'president', 'private', 'security', 'for', 'elon', 'musk', 'in', 'the', 'building', 'would', 'trouble', 'usss', 'and', 'be', 'dangerous', 'elon', 'do', 'other', 'work', 'while', 'he', 'be', 'there', 'he', 'be', 'a']",negative
artificial intelligence,7,The Tempest Universe👽🛸,in a recent discussion metas chief ai scientist yann lecun raised serious concerns about the current definitions and understanding of artificial general intelligence agi speaking on january 8 he emphasized that mainstream perceptions are often based on misconceptions that ,Sat Jan 25 14:11:01 +0000 2025,0,1,"['in', 'a', 'recent', 'discussion', 'metas', 'chief', 'ai', 'scientist', 'yann', 'lecun', 'raised', 'serious', 'concerns', 'about', 'the', 'current', 'definitions', 'and', 'understanding', 'of', 'artificial', 'general', 'intelligence', 'agi', 'speaking', 'on', 'january', '8', 'he', 'emphasized', 'that', 'mainstream', 'perceptions', 'are', 'often', 'based', 'on', 'misconceptions', 'that']","['in', 'a', 'recent', 'discussion', 'metas', 'chief', 'ai', 'scientist', 'yann', 'lecun', 'raise', 'serious', 'concern', 'about', 'the', 'current', 'definition', 'and', 'understanding', 'of', 'artificial', 'general', 'intelligence', 'agi', 'speak', 'on', 'january', '8', 'he', 'emphasize', 'that', 'mainstream', 'perception', 'be', 'often', 'base', 'on', 'misconception', 'that']",negative
machine learning,21,Biology+AI Daily,"recognizing and generating knotted molecular structures by machine learning

1 this study presents a transformerbased neural network that achieves over 99 accuracy in recognizing the knot types of chain conformations significantly outperforming traditional mathematical ",Sat Jan 25 14:06:29 +0000 2025,0,1,"['recognizing', 'and', 'generating', 'knotted', 'molecular', 'structures', 'by', 'machine', 'learning', '1', 'this', 'study', 'presents', 'a', 'transformerbased', 'neural', 'network', 'that', 'achieves', 'over', '99', 'accuracy', 'in', 'recognizing', 'the', 'knot', 'types', 'of', 'chain', 'conformations', 'significantly', 'outperforming', 'traditional', 'mathematical']","['recognize', 'and', 'generate', 'knot', 'molecular', 'structure', 'by', 'machine', 'learning', '1', 'this', 'study', 'present', 'a', 'transformerbase', 'neural', 'network', 'that', 'achieve', 'over', '99', 'accuracy', 'in', 'recognize', 'the', 'knot', 'type', 'of', 'chain', 'conformation', 'significantly', 'outperform', 'traditional', 'mathematical']",positive
artificial intelligence,19,酷狗社区🔸🏅🔸,"akkafinance coredaoorg communityofcore huaxingbank cassieydz 

players have long been troubled by low liquidity high sliding point fees and robot clips on the chain akka artificial intelligence technology has solved these problems and will become the first choice for core chain players to trade",Sat Jan 25 14:06:53 +0000 2025,0,1,"['akkafinance', 'coredaoorg', 'communityofcore', 'huaxingbank', 'cassieydz', 'players', 'have', 'long', 'been', 'troubled', 'by', 'low', 'liquidity', 'high', 'sliding', 'point', 'fees', 'and', 'robot', 'clips', 'on', 'the', 'chain', 'akka', 'artificial', 'intelligence', 'technology', 'has', 'solved', 'these', 'problems', 'and', 'will', 'become', 'the', 'first', 'choice', 'for', 'core', 'chain', 'players', 'to', 'trade']","['akkafinance', 'coredaoorg', 'communityofcore', 'huaxingbank', 'cassieydz', 'player', 'have', 'long', 'be', 'trouble', 'by', 'low', 'liquidity', 'high', 'slide', 'point', 'fee', 'and', 'robot', 'clip', 'on', 'the', 'chain', 'akka', 'artificial', 'intelligence', 'technology', 'have', 'solve', 'these', 'problem', 'and', 'will', 'become', 'the', 'first', 'choice', 'for', 'core', 'chain', 'player', 'to', 'trade']",negative
healthcare,30,Carbon Tax Christ. It's Слава time. 🇺🇦🇨🇦👊,fucking rights why there hasnt been universal masking in healthcare facilities while we see pathogens spreading at ridiculous levels is just beyond me,Sat Jan 25 14:35:36 +0000 2025,1,0,"['fucking', 'rights', 'why', 'there', 'hasnt', 'been', 'universal', 'masking', 'in', 'healthcare', 'facilities', 'while', 'we', 'see', 'pathogens', 'spreading', 'at', 'ridiculous', 'levels', 'is', 'just', 'beyond', 'me']","['fucking', 'right', 'why', 'there', 'have', 'not', 'be', 'universal', 'mask', 'in', 'healthcare', 'facility', 'while', 'we', 'see', 'pathogen', 'spread', 'at', 'ridiculous', 'level', 'be', 'just', 'beyond', 'I']",neutral
sports,3,WION Sports,"australian open 2025 madison keysfrom teenage prodigy to grand slam champion at 29

read 

",Sat Jan 25 14:36:08 +0000 2025,0,0,"['australian', 'open', '2025', 'madison', 'keysfrom', 'teenage', 'prodigy', 'to', 'grand', 'slam', 'champion', 'at', '29', 'read']","['australian', 'open', '2025', 'madison', 'keysfrom', 'teenage', 'prodigy', 'to', 'grand', 'slam', 'champion', 'at', '29', 'read']",neutral
global economy,92,Amrita Amyas,cryptocurrency enables a global economy without the barriers that traditional financial systems impose,Sat Jan 25 13:08:44 +0000 2025,0,0,"['cryptocurrency', 'enables', 'a', 'global', 'economy', 'without', 'the', 'barriers', 'that', 'traditional', 'financial', 'systems', 'impose']","['cryptocurrency', 'enable', 'a', 'global', 'economy', 'without', 'the', 'barrier', 'that', 'traditional', 'financial', 'system', 'impose']",neutral
electric vehicles,64,VJ,"ev the future of electric vehicles looks bright especially in regions like india where government initiatives costeffectiveness and environmental benefits are driving adoption 

evs are seen as the future of mobility with significant growth projected globally",Sat Jan 25 12:04:07 +0000 2025,0,0,"['ev', 'the', 'future', 'of', 'electric', 'vehicles', 'looks', 'bright', 'especially', 'in', 'regions', 'like', 'india', 'where', 'government', 'initiatives', 'costeffectiveness', 'and', 'environmental', 'benefits', 'are', 'driving', 'adoption', 'evs', 'are', 'seen', 'as', 'the', 'future', 'of', 'mobility', 'with', 'significant', 'growth', 'projected', 'globally']","['ev', 'the', 'future', 'of', 'electric', 'vehicle', 'look', 'bright', 'especially', 'in', 'region', 'like', 'india', 'where', 'government', 'initiative', 'costeffectiveness', 'and', 'environmental', 'benefit', 'be', 'drive', 'adoption', 'evs', 'be', 'see', 'as', 'the', 'future', 'of', 'mobility', 'with', 'significant', 'growth', 'project', 'globally']",positive
global economy,77,NowItsOnYou.,"dropzxrp moonshottim its a plan
to reduce the debt very quickly and close the fed
it will revolutionise the global economy
the next level for our civilisation
take your time and think about it
we are xrp britto family",Sat Jan 25 13:18:26 +0000 2025,0,3,"['dropzxrp', 'moonshottim', 'its', 'a', 'plan', 'to', 'reduce', 'the', 'debt', 'very', 'quickly', 'and', 'close', 'the', 'fed', 'it', 'will', 'revolutionise', 'the', 'global', 'economy', 'the', 'next', 'level', 'for', 'our', 'civilisation', 'take', 'your', 'time', 'and', 'think', 'about', 'it', 'we', 'are', 'xrp', 'britto', 'family']","['dropzxrp', 'moonshottim', 'its', 'a', 'plan', 'to', 'reduce', 'the', 'debt', 'very', 'quickly', 'and', 'close', 'the', 'fed', 'it', 'will', 'revolutionise', 'the', 'global', 'economy', 'the', 'next', 'level', 'for', 'our', 'civilisation', 'take', 'your', 'time', 'and', 'think', 'about', 'it', 'we', 'be', 'xrp', 'britto', 'family']",neutral
